Код строки	Оператор	Вид отхода	Маршрут	Подрядчик	Контейнерная площадка	Район обслуживания	Адрес КП	Блок, квартира	Время вывоза	Всего контейнеров	Количество по факту вывоза	Вид контейнера	Вид вывоза бункера	Категория операции	Комментарий	Информация водителю	Приостановлен	Расторгнут	Обратить внимание	По дням недели	пн	вт	ср	чт	пт	сб	вс	1-я нед.	2-я нед.	3-я нед.	4-я нед.	5-я нед.	1 вс	2 пн	3 вт	4 ср	5 чт	6 пт	7 сб	8 вс	9 пн	10 вт	11 ср	12 чт	13 пт	14 сб	15 вс	16 пн	17 вт	18 ср	19 чт	20 пт	21 сб	22 вс	23 пн	24 вт	25 ср	26 чт	27 пт	28 сб	29 вс	30 пн	31 вт	Ответственный	Дата строки
13 433	Чистый двор	ТБО	ЧС Мск_1 (пн,чт)		М-684	московский район	Нижний Новгород г., Боткина ул.4		15:20:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 7:30:17
20 326	Чистый двор	КГМ	КГМ_М4_ЧС1 (пн, чт)		М-684	московский район	Нижний Новгород г., Боткина ул.4		14:20:00	1	Нет	кгм					Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 8:49:41
13 432	Чистый двор	ТБО	ЧС Мск_1 (пн,чт)		М-684	московский район	Нижний Новгород г., Боткина ул.4	2	15:20:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 7:30:17
20 324	Чистый двор	КГМ	КГМ_М4_ЧС1 (пн, чт)		М-684	московский район	Нижний Новгород г., Боткина ул.4		14:20:00	1	Нет	кгм					Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 8:49:41
13 434	Чистый двор	ТБО	ЧС Мск_1 (пн,чт)		М-684	московский район	Нижний Новгород г., Боткина ул.4		15:20:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 7:30:17
13 431	Чистый двор	ТБО	ЧС Мск_1 (пн,чт)		М-684	московский район	Нижний Новгород г., Боткина ул.4	1	15:20:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 7:30:17
20 325	Чистый двор	КГМ	КГМ_М4_ЧС1 (пн, чт)		М-684	московский район	Нижний Новгород г., Боткина ул.4		14:20:00	1	Нет	кгм					Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 8:49:41
35 100	РЭП-2	ТБО	С6		С-1948	советский район	Нижний Новгород г., Братьев Игнатовых ул. (СНТ "Сахарный дол-2" снт), д.			1	Нет	1,1				СНТ Сахарный Дол - 2 если нет ключа звонить 8-904-047-31-03 заезд со стороны Кладбищенского проезда	Да	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Еналиева Марина Александровна	12.12.2019 11:24:06
9 584	РЭП-2	ТБО	Фарбе_лот4_2 0,75	Фарбе	С-523	советский район	Нижний Новгород г., Братьев Игнатовых ул.1к1			5	Нет	0,75					Да	Нет	Нет	Да	5	5	5	5	5	5	5	Нет	Нет	Нет	Нет	Нет	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	Миронов Д.М.	29.11.2019 9:06:54
9 036	РЭП-2	ТБО	С6		С-524	советский район	Нижний Новгород г., Братьев Игнатовых ул.1к1		7:16:00	2	Нет	1,1				ДК 07-00	Нет	Нет	Нет	Да	2	2	2	2	2	2	2	Нет	Нет	Нет	Нет	Нет	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Миронов Д.М.	29.11.2019 9:06:53
12 469	РЭП-2	КГМ	КГМ_С3		С-524	советский район	Нижний Новгород г., Братьев Игнатовых ул.1к1		9:16:00	1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:56:35
3 883	РЭП-2	КГМ	КГМ_С3		С-525	советский район	Нижний Новгород г., Братьев Игнатовых ул.1к2		9:18:00	1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:56:35
1 745	РЭП-2	ТБО	С6		С-525	советский район	Нижний Новгород г., Братьев Игнатовых ул.1к2		7:16:00	2	Нет	1,1				МКД	Нет	Нет	Нет	Да	2	2	2	2	2	2	2	Нет	Нет	Нет	Нет	Нет	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Миронов Д.М.	29.11.2019 9:06:52
9 583	РЭП-2	ТБО	Фарбе_лот4_2 0,75	Фарбе	С-525	советский район	Нижний Новгород г., Братьев Игнатовых ул.1к2			2	Нет	0,75					Да	Нет	Нет	Да	2	2	2	2	2	2	2	Нет	Нет	Нет	Нет	Нет	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Миронов Д.М.	29.11.2019 9:06:54
13 598	Чистый двор	ТБО	ЧС Мск_1 (пн,чт)		М-760	московский район	Нижний Новгород г., Бригадная ул., д.		12:00:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 7:30:17
20 085	Чистый двор	КГМ	КГМ_М4_ЧС1 (пн, чт)		М-760	московский район	Нижний Новгород г., Бригадная ул., д.		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 8:49:40
13 586	Чистый двор	ТБО	ЧС Мск_1 (пн,чт)		М-754	московский район	Нижний Новгород г., Бригадная ул.10	1	12:00:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 7:30:17
20 086	Чистый двор	КГМ	КГМ_М4_ЧС1 (пн, чт)		М-754	московский район	Нижний Новгород г., Бригадная ул.10		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 8:49:40
13 587	Чистый двор	ТБО	ЧС Мск_1 (пн,чт)		М-755	московский район	Нижний Новгород г., Бригадная ул.11		12:00:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 7:30:17
20 087	Чистый двор	КГМ	КГМ_М4_ЧС1 (пн, чт)		М-755	московский район	Нижний Новгород г., Бригадная ул.11		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 8:49:40
13 589	Чистый двор	ТБО	ЧС Мск_1 (пн,чт)		М-756	московский район	Нижний Новгород г., Бригадная ул.12	2	12:00:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 7:30:17
13 588	Чистый двор	ТБО	ЧС Мск_1 (пн,чт)		М-756	московский район	Нижний Новгород г., Бригадная ул.12	1	12:00:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 7:30:17
20 088	Чистый двор	КГМ	КГМ_М4_ЧС1 (пн, чт)		М-756	московский район	Нижний Новгород г., Бригадная ул.12		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 8:49:40
20 089	Чистый двор	КГМ	КГМ_М4_ЧС1 (пн, чт)		М-756	московский район	Нижний Новгород г., Бригадная ул.12		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 8:49:40
13 591	Чистый двор	ТБО	ЧС Мск_1 (пн,чт)		М-757	московский район	Нижний Новгород г., Бригадная ул.14		12:00:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 7:30:17
13 590	Чистый двор	ТБО	ЧС Мск_1 (пн,чт)		М-757	московский район	Нижний Новгород г., Бригадная ул.14	4	12:00:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 7:30:17
20 090	Чистый двор	КГМ	КГМ_М4_ЧС1 (пн, чт)		М-757	московский район	Нижний Новгород г., Бригадная ул.14		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 8:49:40
20 091	Чистый двор	КГМ	КГМ_М4_ЧС1 (пн, чт)		М-757	московский район	Нижний Новгород г., Бригадная ул.14		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 8:49:40
13 593	Чистый двор	ТБО	ЧС Мск_1 (пн,чт)		М-758	московский район	Нижний Новгород г., Бригадная ул.16	2	12:00:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 7:30:17
13 592	Чистый двор	ТБО	ЧС Мск_1 (пн,чт)		М-758	московский район	Нижний Новгород г., Бригадная ул.16	1	12:00:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 7:30:17
20 094	Чистый двор	КГМ	КГМ_М4_ЧС1 (пн, чт)		М-758	московский район	Нижний Новгород г., Бригадная ул.16		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 8:49:40
20 092	Чистый двор	КГМ	КГМ_М4_ЧС1 (пн, чт)		М-758	московский район	Нижний Новгород г., Бригадная ул.16		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 8:49:40
20 093	Чистый двор	КГМ	КГМ_М4_ЧС1 (пн, чт)		М-758	московский район	Нижний Новгород г., Бригадная ул.16		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 8:49:40
13 594	Чистый двор	ТБО	ЧС Мск_1 (пн,чт)		М-758	московский район	Нижний Новгород г., Бригадная ул.16	2	12:00:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 7:30:17
13 595	Чистый двор	ТБО	ЧС Мск_1 (пн,чт)		М-759	московский район	Нижний Новгород г., Бригадная ул.20А		12:00:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 7:30:17
20 095	Чистый двор	КГМ	КГМ_М4_ЧС1 (пн, чт)		М-759	московский район	Нижний Новгород г., Бригадная ул.20А		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 8:49:40
13 596	Чистый двор	ТБО	ЧС Мск_1 (пн,чт)		М-751	московский район	Нижний Новгород г., Бригадная ул.6		12:00:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 7:30:17
20 096	Чистый двор	КГМ	КГМ_М4_ЧС1 (пн, чт)		М-751	московский район	Нижний Новгород г., Бригадная ул.6		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 8:49:40
13 582	Чистый двор	ТБО	ЧС Мск_1 (пн,чт)		М-751	московский район	Нижний Новгород г., Бригадная ул.6		12:00:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 7:30:17
20 097	Чистый двор	КГМ	КГМ_М4_ЧС1 (пн, чт)		М-751	московский район	Нижний Новгород г., Бригадная ул.6		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 8:49:40
20 099	Чистый двор	КГМ	КГМ_М4_ЧС1 (пн, чт)		М-752	московский район	Нижний Новгород г., Бригадная ул.7		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 8:49:40
13 583	Чистый двор	ТБО	ЧС Мск_1 (пн,чт)		М-752	московский район	Нижний Новгород г., Бригадная ул.7	1	12:00:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 7:30:17
13 584	Чистый двор	ТБО	ЧС Мск_1 (пн,чт)		М-752	московский район	Нижний Новгород г., Бригадная ул.7	2	12:00:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 7:30:17
20 098	Чистый двор	КГМ	КГМ_М4_ЧС1 (пн, чт)		М-752	московский район	Нижний Новгород г., Бригадная ул.7		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 8:49:40
20 100	Чистый двор	КГМ	КГМ_М4_ЧС1 (пн, чт)		М-753	московский район	Нижний Новгород г., Бригадная ул.8		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 8:49:40
20 101	Чистый двор	КГМ	КГМ_М4_ЧС1 (пн, чт)		М-753	московский район	Нижний Новгород г., Бригадная ул.8		11:00:00	1	Нет	кгм					Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 8:49:40
13 597	Чистый двор	ТБО	ЧС Мск_1 (пн,чт)		М-753	московский район	Нижний Новгород г., Бригадная ул.8		12:00:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 7:30:17
13 585	Чистый двор	ТБО	ЧС Мск_1 (пн,чт)		М-753	московский район	Нижний Новгород г., Бригадная ул.8		12:00:00	1	Нет	Подвор.сбор				Част.дом	Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 7:30:17
6 349	Чистый двор	ТБО	М4_скания		М-1883	московский район	Нижний Новгород г., Брикетная ул.15		13:57:00	1	Нет	1,1				ООО "Нижегородский мясокомбинат" 8-920-023-83-87	Нет	Нет	Нет	Да					1			Нет	Нет	Нет	Нет	Нет						1							1							1							1					Миронов Д.М.	29.11.2019 7:30:16
32 959	Чистый двор	ТБО	М4_скания		М-1664	московский район	Нижний Новгород г., Брикетная ул.1а			1	Нет	1,1			[5,20]	ВОДОКАНАЛ	Нет	Нет	Да	Нет								Нет	Нет	Нет	Нет	Нет					1															1												Миронов Д.М.	29.11.2019 7:30:22
